,--genes,--cells,--strains,--tissue-depth,--output-cell-fraction,--output-cells-random,--input-fraction,--input-signal-depth,--alpha-esm,--esms,--esm-threshold,--delay,--window-size,--function
2384,131,2744,13,0,1.0,,0.175619,5,0.00756,8,94.832836,0,7,parity
2385,448,512,10,0,1.0,,0.168411,9,0.016395,6,57.873833,0,7,parity
2386,344,512,20,0,1.0,,0.992681,5,0.58265,11,94.390609,0,7,parity
2387,76,1331,15,0,1.0,,0.661958,12,0.008225,19,60.816106,0,7,parity
2388,11,125,11,0,1.0,,0.900582,3,0.036778,4,56.804486,0,7,parity
2389,319,64,11,0,1.0,,0.322412,13,0.014946,1,61.892216,0,7,parity
2390,314,729,19,0,1.0,,0.953433,9,0.007185,20,69.614866,0,7,parity
2391,331,2744,15,0,1.0,,0.677307,5,0.015499,12,52.041785,0,7,parity
2392,176,64,14,0,1.0,,0.859362,2,0.011447,8,36.919728,0,7,parity
2393,276,125,11,0,1.0,,0.948419,12,0.012713,16,17.537942,0,7,parity
2394,351,1,20,0,1.0,,0.81716,8,0.007142,12,74.795577,0,7,parity
2395,375,2197,10,0,1.0,,0.779356,10,0.200838,18,47.844967,0,7,parity
2396,227,27,10,0,1.0,,0.183177,3,0.012562,2,34.471429,0,7,parity
2397,271,8,12,0,1.0,,0.934352,6,0.006324,8,50.546132,0,7,parity
2398,474,729,12,0,1.0,,0.437042,6,0.008249,11,58.755467,0,7,parity
2399,362,2744,9,0,1.0,,0.600334,4,0.030888,3,27.237376,0,7,parity
2400,101,125,14,0,1.0,,0.379249,6,0.228682,11,29.216985,0,7,parity
2401,329,8,14,0,1.0,,0.695673,15,0.008087,1,92.480117,0,7,parity
2402,282,3375,5,0,1.0,,0.335782,11,0.006937,6,79.543236,0,7,parity
2403,457,343,7,0,1.0,,0.818797,7,0.005833,0,90.953885,0,7,parity
2404,360,27,2,0,1.0,,0.287772,12,0.092978,4,96.014824,0,7,parity
2405,493,729,10,0,1.0,,0.449791,9,0.385795,8,34.902832,0,7,parity
2406,130,125,2,0,1.0,,0.669042,8,0.023813,14,11.554684,0,7,parity
2407,411,1728,3,0,1.0,,0.149852,7,0.005878,14,85.039289,0,7,parity
2408,194,8,13,0,1.0,,0.468216,15,0.025712,3,59.236299,0,7,parity
2409,384,27,4,0,1.0,,0.591284,5,0.0057,20,59.648056,0,7,parity
2410,456,27,10,0,1.0,,0.658894,11,0.011886,15,10.262682,0,7,parity
2411,330,729,6,0,1.0,,0.389584,13,0.035504,4,46.48526,0,7,parity
2412,437,3375,2,0,1.0,,0.86238,1,0.057253,7,56.378211,0,7,parity
2413,259,343,7,0,1.0,,0.860623,8,0.007538,18,83.58973,0,7,parity
2414,349,216,20,0,1.0,,0.16311,3,0.179615,4,72.847762,0,7,parity
2415,463,3375,15,0,1.0,,0.11171,5,0.008586,6,83.811487,0,7,parity
2416,22,3375,2,0,1.0,,0.425977,2,0.067343,2,23.118031,0,7,parity
2417,326,27,15,0,1.0,,0.241705,9,0.008553,13,70.486388,0,7,parity
2418,448,1000,19,0,1.0,,0.566856,8,0.006316,0,69.916579,0,7,parity
2419,418,729,19,0,1.0,,0.486788,1,0.024128,7,45.723279,0,7,parity
2420,496,343,15,0,1.0,,0.502326,11,0.22537,19,47.460275,0,7,parity
2421,105,1000,8,0,1.0,,0.227258,11,0.020459,12,25.686958,0,7,parity
2422,116,1000,18,0,1.0,,0.721476,12,0.017215,18,63.879961,0,7,parity
2423,247,64,13,0,1.0,,0.21184,9,0.006951,0,20.490365,0,7,parity
2424,313,729,2,0,1.0,,0.449985,7,0.109738,17,75.784754,0,7,parity
2425,268,1000,15,0,1.0,,0.288788,5,0.093184,10,22.64806,0,7,parity
2426,468,125,8,0,1.0,,0.820157,6,0.013044,9,70.347942,0,7,parity
2427,398,64,16,0,1.0,,0.981138,15,0.006165,18,20.087846,0,7,parity
2428,139,1728,18,0,1.0,,0.200638,9,0.029816,0,93.885325,0,7,parity
2429,422,27,12,0,1.0,,0.539319,6,0.046062,1,41.978761,0,7,parity
2430,333,729,1,0,1.0,,0.765853,13,0.011371,14,73.545711,0,7,parity
2431,280,216,20,0,1.0,,0.180237,10,0.032325,7,57.322775,0,7,parity
2432,164,3375,1,0,1.0,,0.442907,10,0.00718,5,60.168015,0,7,parity
2433,347,1331,18,0,1.0,,0.838186,6,0.275912,20,39.755974,0,7,parity
2434,276,1,4,0,1.0,,0.604453,2,0.008633,9,38.69672,0,7,parity
2435,231,2744,6,0,1.0,,0.32228,8,0.011917,0,28.812914,0,7,parity
2436,465,2744,8,0,1.0,,0.916134,8,0.005666,19,12.181616,0,7,parity
2437,83,729,19,0,1.0,,0.166964,14,0.100689,4,73.429961,0,7,parity
2438,272,2197,15,0,1.0,,0.390024,13,0.019899,14,69.766843,0,7,parity
2439,323,343,4,0,1.0,,0.766538,12,0.010742,8,71.653736,0,7,parity
2440,482,729,5,0,1.0,,0.753637,13,0.047017,4,76.540514,0,7,parity
2441,106,3375,4,0,1.0,,0.901209,12,0.033727,17,65.393181,0,7,parity
2442,255,27,12,0,1.0,,0.758218,9,0.005589,8,38.751865,0,7,parity
2443,245,1331,20,0,1.0,,0.396837,8,0.104377,17,52.788699,0,7,parity
2444,390,64,6,0,1.0,,0.748042,8,0.048132,12,69.772698,0,7,parity
2445,411,1331,1,0,1.0,,0.732803,5,0.007598,5,31.070665,0,7,parity
2446,418,1000,20,0,1.0,,0.773091,11,0.205075,8,26.04707,0,7,parity
2447,201,729,11,0,1.0,,0.368504,14,0.041909,19,17.980144,0,7,parity
2448,277,2744,1,0,1.0,,0.495666,12,0.015414,5,45.674333,0,7,parity
2449,230,2197,7,0,1.0,,0.223566,4,0.016774,17,63.573975,0,7,parity
2450,209,1331,2,0,1.0,,0.457917,15,0.014349,4,72.227999,0,7,parity
2451,309,64,17,0,1.0,,0.152891,14,0.703528,7,46.042261,0,7,parity
2452,324,512,7,0,1.0,,0.195859,8,0.011543,11,23.568384,0,7,parity
2453,413,125,13,0,1.0,,0.590363,3,0.009022,3,96.301762,0,7,parity
2454,39,729,9,0,1.0,,0.303503,10,0.299391,16,89.777286,0,7,parity
2455,411,3375,10,0,1.0,,0.114008,15,0.014254,7,50.177552,0,7,parity
2456,442,3375,20,0,1.0,,0.414907,2,0.013189,3,55.226336,0,7,parity
2457,72,3375,16,0,1.0,,0.487597,8,0.029999,9,42.84142,0,7,parity
2458,280,1000,5,0,1.0,,0.198203,2,0.018971,9,45.958813,0,7,parity
2459,291,27,2,0,1.0,,0.554298,13,0.020559,0,32.919343,0,7,parity
2460,113,2744,11,0,1.0,,0.945297,8,0.011025,15,79.099878,0,7,parity
2461,295,3375,11,0,1.0,,0.859134,8,0.014086,9,49.615512,0,7,parity
2462,428,64,3,0,1.0,,0.286312,8,0.017336,11,28.72086,0,7,parity
2463,134,1000,4,0,1.0,,0.574552,8,0.0118,14,10.625361,0,7,parity
2464,228,3375,14,0,1.0,,0.793419,2,0.062111,10,48.206389,0,7,parity
2465,403,1000,10,0,1.0,,0.926507,14,0.049576,13,49.724479,0,7,parity
2466,384,27,12,0,1.0,,0.703608,10,0.014604,6,23.057933,0,7,parity
2467,232,1728,15,0,1.0,,0.666284,4,0.02256,14,51.834771,0,7,parity
2468,250,3375,15,0,1.0,,0.37317,1,0.009807,14,40.321184,0,7,parity
2469,70,729,10,0,1.0,,0.396917,1,0.090404,2,43.412014,0,7,parity
2470,361,512,18,0,1.0,,0.988277,5,0.018649,7,46.687958,0,7,parity
2471,335,1000,13,0,1.0,,0.159217,14,0.007273,11,47.571351,0,7,parity
2472,301,1,7,0,1.0,,0.735678,6,0.231718,14,48.987529,0,7,parity
2473,452,8,19,0,1.0,,0.483158,7,0.477552,11,52.317546,0,7,parity
2474,336,1728,19,0,1.0,,0.207652,2,0.006653,1,11.631008,0,7,parity
2475,328,1728,11,0,1.0,,0.114761,1,0.017986,7,91.378147,0,7,parity
2476,417,1000,7,0,1.0,,0.271306,3,0.00685,11,14.42435,0,7,parity
2477,74,216,15,0,1.0,,0.530944,15,0.054927,7,62.530677,0,7,parity
2478,431,1331,6,0,1.0,,0.422546,1,0.006234,20,57.886068,0,7,parity
2479,255,2744,5,0,1.0,,0.420269,10,0.011107,10,62.135868,0,7,parity
2480,154,729,13,0,1.0,,0.239746,7,0.02278,0,18.618776,0,7,parity
2481,403,27,18,0,1.0,,0.212558,8,0.008735,0,50.741873,0,7,parity
2482,37,3375,13,0,1.0,,0.676757,3,0.047389,6,28.68769,0,7,parity
2483,127,2197,14,0,1.0,,0.646407,8,0.006275,15,74.381491,0,7,parity
2484,252,27,2,0,1.0,,0.924513,1,0.006124,16,79.208589,0,7,parity
2485,198,216,1,0,1.0,,0.243054,12,0.006518,4,73.848451,0,7,parity
2486,480,8,12,0,1.0,,0.345216,11,0.039278,16,95.789111,0,7,parity
2487,485,27,14,0,1.0,,0.810413,14,0.223902,3,47.812868,0,7,parity
2488,114,125,20,0,1.0,,0.887263,2,0.071202,6,12.07227,0,7,parity
2489,447,1331,11,0,1.0,,0.763436,7,0.029012,0,47.244971,0,7,parity
2490,336,3375,12,0,1.0,,0.825642,8,0.007076,5,35.529204,0,7,parity
2491,18,1331,9,0,1.0,,0.483977,4,0.006729,8,93.968011,0,7,parity
2492,10,64,8,0,1.0,,0.970172,9,0.00969,17,93.392134,0,7,parity
2493,393,3375,7,0,1.0,,0.463518,4,0.005645,8,99.97892,0,7,parity
2494,412,216,10,0,1.0,,0.314581,1,0.006142,1,27.672261,0,7,parity
2495,241,27,13,0,1.0,,0.399518,1,0.043944,11,74.739386,0,7,parity
2496,355,125,4,0,1.0,,0.664338,1,0.007747,6,23.508036,0,7,parity
2497,264,2197,20,0,1.0,,0.266684,9,0.015645,17,98.098001,0,7,parity
2498,217,8,7,0,1.0,,0.145641,5,0.045218,16,99.343795,0,7,parity
2499,17,216,7,0,1.0,,0.529038,10,0.196658,0,16.94404,0,7,parity
2500,85,343,2,0,1.0,,0.943831,9,0.011466,11,88.507265,0,7,parity
2501,137,1000,10,0,1.0,,0.709756,14,0.011566,17,56.538857,0,7,parity
2502,240,8,1,0,1.0,,0.749604,7,0.038302,0,27.461792,0,7,parity
2503,67,1000,1,0,1.0,,0.843274,2,0.021759,2,55.8081,0,7,parity
2504,124,2744,18,0,1.0,,0.845473,8,0.038746,7,19.306268,0,7,parity
2505,168,64,11,0,1.0,,0.886699,13,0.005995,10,11.081405,0,7,parity
2506,166,1331,11,0,1.0,,0.315835,5,0.006091,18,58.953398,0,7,parity
2507,344,512,6,0,1.0,,0.273481,3,0.007806,14,11.754782,0,7,parity
2508,387,3375,10,0,1.0,,0.941737,11,0.006993,5,16.3455,0,7,parity
2509,270,216,14,0,1.0,,0.433026,8,0.005803,17,10.444652,0,7,parity
2510,24,216,2,0,1.0,,0.929735,5,0.009739,12,27.652476,0,7,parity
2511,467,27,3,0,1.0,,0.178703,2,0.007544,1,71.631895,0,7,parity
2512,112,1728,10,0,1.0,,0.978164,15,0.007777,11,50.492995,0,7,parity
2513,356,2197,5,0,1.0,,0.226116,12,0.065332,15,10.110275,0,7,parity
2514,139,729,9,0,1.0,,0.166844,6,0.006562,1,93.582035,0,7,parity
2515,172,8,18,0,1.0,,0.213945,14,0.005783,9,24.14426,0,7,parity
2516,162,1331,20,0,1.0,,0.278414,8,0.296261,1,58.675739,0,7,parity
2517,361,1000,9,0,1.0,,0.373464,10,0.032097,12,31.195494,0,7,parity
2518,462,512,7,0,1.0,,0.863509,2,0.061976,7,91.24084,0,7,parity
2519,151,8,3,0,1.0,,0.942868,6,0.016317,3,18.582613,0,7,parity
2520,12,64,3,0,1.0,,0.752145,2,0.064381,2,82.457644,0,7,parity
2521,275,8,10,0,1.0,,0.218701,9,0.006847,8,45.186978,0,7,parity
2522,368,64,4,0,1.0,,0.723962,8,0.113787,0,25.527858,0,7,parity
2523,500,1728,11,0,1.0,,0.538688,4,0.005697,4,92.126151,0,7,parity
2524,23,2744,18,0,1.0,,0.801469,12,0.007161,8,49.184444,0,7,parity
2525,342,64,19,0,1.0,,0.294568,2,0.0272,13,66.632758,0,7,parity
2526,39,64,15,0,1.0,,0.823159,7,0.014237,9,34.780452,0,7,parity
2527,482,1,17,0,1.0,,0.356443,9,0.006608,0,71.750082,0,7,parity
2528,72,512,6,0,1.0,,0.664915,13,0.027091,19,93.339616,0,7,parity
2529,257,125,20,0,1.0,,0.586856,11,0.010543,5,77.779961,0,7,parity
2530,196,125,1,0,1.0,,0.511694,5,0.007385,9,20.614402,0,7,parity
2531,188,1000,2,0,1.0,,0.478771,13,0.011599,13,98.72032,0,7,parity
2532,20,64,4,0,1.0,,0.676819,12,0.064313,7,17.795532,0,7,parity
2533,104,1331,9,0,1.0,,0.717358,13,0.44598,5,83.73773,0,7,parity
2534,297,27,13,0,1.0,,0.556803,5,0.032286,8,46.262812,0,7,parity
2535,398,27,6,0,1.0,,0.742529,13,0.006416,2,45.012344,0,7,parity
2536,264,216,11,0,1.0,,0.4879,15,0.063853,3,65.103075,0,7,parity
2537,27,1000,20,0,1.0,,0.91715,13,0.031881,18,85.172047,0,7,parity
2538,126,1000,16,0,1.0,,0.328608,7,0.018067,1,66.794684,0,7,parity
2539,238,729,19,0,1.0,,0.871163,9,0.007756,2,91.71959,0,7,parity
2540,70,729,8,0,1.0,,0.49119,11,0.114556,18,18.331592,0,7,parity
2541,438,8,12,0,1.0,,0.28794,13,0.072533,16,36.690136,0,7,parity
2542,141,64,7,0,1.0,,0.824528,8,0.099475,20,35.408995,0,7,parity
2543,80,64,1,0,1.0,,0.212431,5,0.074444,4,99.277083,0,7,parity
2544,339,1728,3,0,1.0,,0.65973,14,0.024736,8,89.196084,0,7,parity
2545,379,3375,17,0,1.0,,0.862218,13,0.005736,3,91.832197,0,7,parity
2546,438,27,19,0,1.0,,0.853826,11,0.092332,5,82.388921,0,7,parity
2547,225,1,19,0,1.0,,0.364038,8,0.04207,8,77.825333,0,7,parity
2548,388,343,19,0,1.0,,0.603193,2,0.006933,15,27.972679,0,7,parity
2549,351,2744,17,0,1.0,,0.124445,8,0.01234,17,27.018679,0,7,parity
2550,330,8,8,0,1.0,,0.654385,9,0.521276,3,66.020203,0,7,parity
2551,281,1000,14,0,1.0,,0.680741,6,0.005841,8,78.41313,0,7,parity
2552,224,1,17,0,1.0,,0.615358,1,0.035065,6,44.219928,0,7,parity
2553,420,216,4,0,1.0,,0.98674,10,0.109616,2,15.57712,0,7,parity
2554,94,216,19,0,1.0,,0.11147,15,0.008277,8,78.35124,0,7,parity
2555,284,2197,19,0,1.0,,0.565423,10,0.08646,18,91.449346,0,7,parity
2556,354,1,15,0,1.0,,0.91166,10,0.008703,11,93.97815,0,7,parity
2557,227,512,20,0,1.0,,0.357833,4,0.033159,1,34.277472,0,7,parity
2558,143,512,11,0,1.0,,0.889852,6,0.3437,6,10.848503,0,7,parity
2559,251,64,9,0,1.0,,0.212902,7,0.009903,17,27.004285,0,7,parity
2560,439,64,9,0,1.0,,0.830712,4,0.007157,13,14.678267,0,7,parity
2561,111,1331,4,0,1.0,,0.865118,8,0.006592,7,11.619395,0,7,parity
2562,459,2744,14,0,1.0,,0.250025,13,0.322492,18,56.211828,0,7,parity
2563,302,27,2,0,1.0,,0.182216,14,0.006425,15,13.845624,0,7,parity
2564,409,1331,1,0,1.0,,0.537172,7,0.064349,19,95.474748,0,7,parity
2565,300,343,8,0,1.0,,0.707152,13,0.011439,12,91.755308,0,7,parity
2566,407,1331,1,0,1.0,,0.788747,8,0.026128,15,17.264153,0,7,parity
2567,161,1331,3,0,1.0,,0.344862,14,0.00652,18,14.631773,0,7,parity
2568,105,1,20,0,1.0,,0.776347,3,0.005639,9,97.662087,0,7,parity
2569,488,343,15,0,1.0,,0.299981,3,0.098097,1,97.428518,0,7,parity
2570,425,216,13,0,1.0,,0.63626,8,0.022615,12,36.276887,0,7,parity
2571,394,1,17,0,1.0,,0.483309,5,0.084878,2,62.794721,0,7,parity
2572,41,27,3,0,1.0,,0.57481,4,0.008685,19,52.397943,0,7,parity
2573,80,1728,14,0,1.0,,0.325756,7,0.011345,0,42.454514,0,7,parity
2574,424,27,15,0,1.0,,0.391169,2,0.017977,8,77.306893,0,7,parity
2575,93,8,20,0,1.0,,0.2981,13,0.006247,14,63.022994,0,7,parity
2576,444,2197,14,0,1.0,,0.976395,2,0.011513,9,51.919802,0,7,parity
2577,292,1,5,0,1.0,,0.245155,9,0.038318,14,64.21448,0,7,parity
2578,99,512,9,0,1.0,,0.605145,13,0.007659,14,45.150751,0,7,parity
2579,84,1,12,0,1.0,,0.253415,9,0.018599,2,55.185983,0,7,parity
2580,412,1,4,0,1.0,,0.848907,11,0.672973,8,48.428851,0,7,parity
2581,244,729,13,0,1.0,,0.758601,13,0.008202,10,74.644434,0,7,parity
2582,467,729,9,0,1.0,,0.929079,10,0.013301,17,21.908292,0,7,parity
2583,155,1000,16,0,1.0,,0.14121,3,0.007838,10,92.812857,0,7,parity
2584,283,729,20,0,1.0,,0.475954,3,0.005654,14,75.804579,0,7,parity
2585,106,1000,4,0,1.0,,0.785759,3,0.363084,20,31.66519,0,7,parity
2586,159,125,10,0,1.0,,0.860197,6,0.020782,17,85.179992,0,7,parity
2587,476,1728,15,0,1.0,,0.768367,11,0.140616,18,30.362936,0,7,parity
2588,207,343,5,0,1.0,,0.67721,8,0.008452,5,55.25505,0,7,parity
2589,73,512,3,0,1.0,,0.943357,15,0.044427,19,56.391801,0,7,parity
2590,455,216,17,0,1.0,,0.386678,3,0.016668,12,10.826429,0,7,parity
2591,57,27,11,0,1.0,,0.313643,12,0.008782,4,74.777448,0,7,parity
2592,244,2197,14,0,1.0,,0.345544,6,0.054741,7,88.67889,0,7,parity
2593,73,8,17,0,1.0,,0.188992,7,0.010002,1,66.524029,0,7,parity
2594,373,2197,20,0,1.0,,0.278377,15,0.051209,14,41.866881,0,7,parity
2595,52,3375,8,0,1.0,,0.485038,12,0.00978,0,38.572454,0,7,parity
2596,275,216,20,0,1.0,,0.214285,1,0.006704,6,92.493412,0,7,parity
2597,243,2744,16,0,1.0,,0.680503,14,0.186284,15,48.221288,0,7,parity
2598,174,1000,3,0,1.0,,0.618933,3,0.015083,9,34.35084,0,7,parity
2599,283,1000,7,0,1.0,,0.398361,14,0.01087,16,38.323431,0,7,parity
2600,184,1,5,0,1.0,,0.354879,11,0.132174,15,38.722388,0,7,parity
2601,419,1,11,0,1.0,,0.207891,4,0.006109,4,79.86889,0,7,parity
2602,416,64,2,0,1.0,,0.297149,7,0.011482,6,72.655458,0,7,parity
2603,12,125,16,0,1.0,,0.917025,2,0.035528,9,39.08206,0,7,parity
2604,352,512,20,0,1.0,,0.888941,15,0.139996,7,15.414936,0,7,parity
2605,328,3375,20,0,1.0,,0.886675,9,0.043049,2,30.84903,0,7,parity
2606,183,729,11,0,1.0,,0.206162,7,0.012154,19,28.588757,0,7,parity
2607,227,1000,19,0,1.0,,0.995268,11,0.019348,10,26.456271,0,7,parity
2608,322,1000,19,0,1.0,,0.728502,15,0.028151,2,40.879644,0,7,parity
2609,151,216,6,0,1.0,,0.435776,3,0.016689,4,85.695865,0,7,parity
2610,335,1000,3,0,1.0,,0.875825,3,0.015125,7,44.044773,0,7,parity
2611,453,125,5,0,1.0,,0.30149,7,0.649684,13,92.586226,0,7,parity
2612,301,3375,18,0,1.0,,0.487052,9,0.006787,16,84.075388,0,7,parity
2613,392,64,19,0,1.0,,0.183978,14,0.43508,14,99.007794,0,7,parity
2614,292,1331,2,0,1.0,,0.322819,2,0.12497,4,47.978116,0,7,parity
2615,455,2197,8,0,1.0,,0.714586,14,0.063236,7,94.325237,0,7,parity
2616,464,1728,11,0,1.0,,0.22158,6,0.006413,11,72.541202,0,7,parity
2617,76,343,8,0,1.0,,0.586621,10,0.108174,14,76.192654,0,7,parity
2618,230,125,14,0,1.0,,0.859448,15,0.091889,18,59.162966,0,7,parity
2619,40,1,16,0,1.0,,0.238709,6,0.0058,17,41.012267,0,7,parity
2620,158,343,20,0,1.0,,0.558083,14,0.012327,15,24.302099,0,7,parity
2621,43,729,11,0,1.0,,0.892761,8,0.025373,15,25.315042,0,7,parity
2622,51,216,1,0,1.0,,0.450198,12,0.005897,4,35.197736,0,7,parity
2623,303,3375,7,0,1.0,,0.139937,9,0.005712,5,85.059658,0,7,parity
2624,350,3375,9,0,1.0,,0.912717,12,0.084031,0,64.385766,0,7,parity
2625,412,64,17,0,1.0,,0.307879,8,0.01839,16,96.41049,0,7,parity
2626,190,1000,7,0,1.0,,0.30137,2,0.102749,18,30.651289,0,7,parity
2627,285,1728,15,0,1.0,,0.373324,4,0.169179,14,13.103372,0,7,parity
2628,237,343,10,0,1.0,,0.562834,2,0.007088,5,47.801936,0,7,parity
2629,155,27,7,0,1.0,,0.177378,11,0.085295,4,58.888216,0,7,parity
2630,370,216,2,0,1.0,,0.377794,14,0.368853,15,36.572214,0,7,parity
2631,440,2197,8,0,1.0,,0.319363,14,0.021933,2,39.317474,0,7,parity
2632,42,729,17,0,1.0,,0.452945,7,0.007626,7,78.496997,0,7,parity
2633,120,1000,9,0,1.0,,0.90035,7,0.038402,8,91.874253,0,7,parity
2634,116,3375,3,0,1.0,,0.645216,6,0.033687,16,58.19514,0,7,parity
2635,390,2744,18,0,1.0,,0.154217,7,0.595931,9,93.604383,0,7,parity
2636,218,1728,17,0,1.0,,0.445098,5,0.02025,7,13.294811,0,7,parity
2637,174,8,2,0,1.0,,0.649174,12,0.007796,8,38.062677,0,7,parity
2638,446,3375,9,0,1.0,,0.695049,9,0.007902,19,62.06345,0,7,parity
2639,67,2197,3,0,1.0,,0.136152,12,0.012241,16,84.033121,0,7,parity
2640,174,125,8,0,1.0,,0.889473,15,0.740035,20,82.659966,0,7,parity
2641,251,27,18,0,1.0,,0.592639,3,0.008697,10,45.475244,0,7,parity
2642,397,27,1,0,1.0,,0.918796,1,0.008478,17,73.681814,0,7,parity
2643,354,1331,11,0,1.0,,0.893753,1,0.01169,15,50.026381,0,7,parity
2644,216,125,2,0,1.0,,0.413584,5,0.01061,13,84.151565,0,7,parity
2645,318,1331,14,0,1.0,,0.608335,6,0.024495,9,69.923956,0,7,parity
2646,67,8,3,0,1.0,,0.747349,1,0.041503,3,39.434834,0,7,parity
2647,196,3375,11,0,1.0,,0.496274,15,0.009682,1,73.503046,0,7,parity
2648,332,3375,11,0,1.0,,0.795047,2,0.068622,16,60.64509,0,7,parity
2649,474,125,3,0,1.0,,0.908358,13,0.056414,18,14.138094,0,7,parity
2650,500,343,15,0,1.0,,0.513231,1,0.016356,0,44.869415,0,7,parity
2651,222,125,14,0,1.0,,0.133287,14,0.015433,16,28.751082,0,7,parity
2652,124,125,18,0,1.0,,0.291851,15,0.015096,18,88.703067,0,7,parity
2653,321,216,8,0,1.0,,0.702766,9,0.019759,4,47.108469,0,7,parity
2654,496,2197,9,0,1.0,,0.648556,12,0.025612,16,87.601943,0,7,parity
2655,157,64,2,0,1.0,,0.206889,7,0.017128,0,41.717109,0,7,parity
2656,259,729,14,0,1.0,,0.412003,8,0.012797,11,83.14408,0,7,parity
2657,73,2744,11,0,1.0,,0.693553,5,0.024814,16,41.464009,0,7,parity
2658,319,216,3,0,1.0,,0.263258,1,0.052898,14,66.67901,0,7,parity
2659,415,8,13,0,1.0,,0.983144,7,0.20653,17,91.475082,0,7,parity
2660,202,64,3,0,1.0,,0.660043,7,0.228193,2,60.808032,0,7,parity
2661,199,1728,20,0,1.0,,0.429987,15,0.066805,13,74.27882,0,7,parity
2662,435,2197,17,0,1.0,,0.43922,2,0.007035,13,53.882219,0,7,parity
2663,335,1728,14,0,1.0,,0.56144,9,0.01242,9,86.671834,0,7,parity
2664,137,216,15,0,1.0,,0.74614,13,0.064742,1,54.387975,0,7,parity
2665,351,2197,7,0,1.0,,0.822924,7,0.014793,16,70.336382,0,7,parity
2666,263,2744,11,0,1.0,,0.491702,7,0.017927,8,15.788178,0,7,parity
2667,478,3375,6,0,1.0,,0.63842,13,0.008005,10,42.645977,0,7,parity
2668,289,2744,2,0,1.0,,0.503948,5,0.006015,8,18.982448,0,7,parity
2669,163,1000,14,0,1.0,,0.716287,11,0.012685,17,63.585563,0,7,parity
2670,76,1331,3,0,1.0,,0.680002,3,0.008336,0,54.229767,0,7,parity
2671,344,64,16,0,1.0,,0.477664,11,0.006035,17,28.91721,0,7,parity
2672,178,729,16,0,1.0,,0.836917,4,0.007995,8,45.783161,0,7,parity
2673,142,1331,13,0,1.0,,0.629952,9,0.008459,11,57.282978,0,7,parity
2674,95,64,17,0,1.0,,0.705914,14,0.045906,16,56.016365,0,7,parity
2675,319,27,11,0,1.0,,0.837128,3,0.013849,3,28.46012,0,7,parity
2676,497,125,5,0,1.0,,0.165623,11,0.008448,6,74.302404,0,7,parity
2677,437,1,8,0,1.0,,0.599755,2,0.045024,5,14.897607,0,7,parity
2678,142,125,9,0,1.0,,0.660571,8,0.039507,4,19.159892,0,7,parity
2679,355,27,14,0,1.0,,0.206735,14,0.007631,13,40.786008,0,7,parity
2680,80,3375,4,0,1.0,,0.327606,8,0.040638,0,53.980327,0,7,parity
2681,207,3375,6,0,1.0,,0.751651,14,0.006663,10,37.828812,0,7,parity
2682,261,1728,7,0,1.0,,0.355819,9,0.006394,11,48.141645,0,7,parity
2683,477,1000,3,0,1.0,,0.806472,8,0.013088,19,70.779665,0,7,parity
2684,159,8,2,0,1.0,,0.248227,6,0.007787,17,14.605002,0,7,parity
2685,230,125,14,0,1.0,,0.727755,12,0.079634,4,11.79036,0,7,parity
2686,240,27,14,0,1.0,,0.72823,4,0.034365,19,42.282779,0,7,parity
2687,478,1000,2,0,1.0,,0.703891,5,0.132442,7,57.127102,0,7,parity
2688,220,64,6,0,1.0,,0.133034,14,0.023043,9,63.324626,0,7,parity
2689,80,1000,16,0,1.0,,0.892546,9,0.272627,12,60.313407,0,7,parity
2690,100,3375,5,0,1.0,,0.624824,2,0.029206,5,78.721336,0,7,parity
2691,479,1331,12,0,1.0,,0.993983,12,0.047598,10,79.161695,0,7,parity
2692,383,1331,11,0,1.0,,0.919376,1,0.015347,11,39.582429,0,7,parity
2693,314,125,7,0,1.0,,0.949951,7,0.006811,8,23.327723,0,7,parity
2694,91,1331,17,0,1.0,,0.222464,7,0.422144,0,88.87751,0,7,parity
2695,277,2744,9,0,1.0,,0.662746,8,0.006384,16,44.822586,0,7,parity
2696,237,216,11,0,1.0,,0.320331,15,0.12699,9,13.135452,0,7,parity
2697,319,27,6,0,1.0,,0.739116,1,0.146241,0,58.766072,0,7,parity
2698,386,125,5,0,1.0,,0.985961,8,0.380279,16,56.146008,0,7,parity
2699,87,512,5,0,1.0,,0.802995,1,0.026093,15,95.284294,0,7,parity
2700,485,2744,18,0,1.0,,0.430178,15,0.007309,15,68.889084,0,7,parity
2701,182,64,17,0,1.0,,0.785674,10,0.451579,20,60.825243,0,7,parity
2702,166,64,7,0,1.0,,0.693466,4,0.120484,17,50.074072,0,7,parity
2703,288,729,9,0,1.0,,0.138655,13,0.009195,6,54.472912,0,7,parity
2704,422,2197,10,0,1.0,,0.699878,14,0.017041,18,74.698833,0,7,parity
2705,108,216,17,0,1.0,,0.200569,5,0.008001,5,45.611733,0,7,parity
2706,398,2744,9,0,1.0,,0.305189,8,0.029684,5,36.616456,0,7,parity
2707,144,1000,5,0,1.0,,0.901617,15,0.005859,4,66.376054,0,7,parity
2708,425,2197,9,0,1.0,,0.755927,9,0.020182,15,69.496454,0,7,parity
2709,21,1000,13,0,1.0,,0.760675,3,0.040019,5,14.402528,0,7,parity
2710,188,3375,8,0,1.0,,0.896177,11,0.037598,3,34.615248,0,7,parity
